id,question,correctAnswer,answerA,answerB,answerC,answerD
197954,"""obicular"" type rock concentrically layered, spheroidal structures mostly found finland.",C,Group (mathematics),Georg Wilhelm Friedrich Hegel,Granite,Hamiltonian (quantum mechanics)
197958,"man found tetratomic oxygen formed solutions oxygen liquid nitrogen, collaborated merle randall work titled ""thermodynamics free energy chemical substances."" photochemical experiments led coin term ""photons,"" first person produce pure sample (*) deuterium oxide.",D,Don Giovanni,Group (mathematics),Hamiltonian (quantum mechanics),Gilbert N. Lewis
197964,"moessbauer spectra tin salts shown strong correlation property, property explain inductive effect observed sigma bonds.",B,Thermoelectric effect#Seebeck effect,Electronegativity,Piezoelectricity,Turbulence
197967,"complete graph many vertices smallest cannot drawn without edge crossings, cosine pi divided number equal one-half golden ratio.",B,Group (mathematics),5 (number),Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics)
197973,"tarn one features forms cirque, paternoster ones linked succession.",C,Hamiltonian (quantum mechanics),Don Giovanni,Lake,Group (mathematics)
197975,"quantity relatively inelastic kink curve depicting oligopoly, markovian type often used model inventory control.",A,Demand,Johann Wolfgang von Goethe,Hamiltonian (quantum mechanics),Group (mathematics)
197980,"along italian, man names constant value equal difference harmonic series natural logarithm; value 0.577 named lorenzo mascheroni.",D,Augustin-Louis Cauchy,Treaty of Waitangi,Spin (physics),Leonhard Euler
197984,"electron dipole moment particle three times ten negative 26th, would violate cpt-symmetry non-zero.",A,Neutron,Gluon,Phonon,Paramagnetism
197989,"structure function correctly stargardt disease, certain cells capillaries structure cause scheerer's phenomenon.",C,Group (mathematics),Georg Wilhelm Friedrich Hegel,Retina,Hamiltonian (quantum mechanics)
197992,"garnierite common rock containing element, technique extracting involves reacting element's oxide mixture carbon monoxide hydrogen gas form tetracarbonyl.",A,Nickel,Bose-Einstein condensate,Boron,Titanium
198011,"blas cabrera may detected one particles february 1982, results never duplicated, ""spin ice"" similar one.",B,Group (mathematics),Magnetic monopole,Don Giovanni,Hamiltonian (quantum mechanics)
198016,"process terminated palindromic g-c rich hairpin loop protein factor designated ""rho."" bacteria, process initiated sigma factor, eukaryotes, generally begins tfiid binds tata box.",D,Adenosine triphosphate,Infrared spectroscopy,Citric acid cycle,Transcription (genetics)
198020,bertrand's postulate claims always prime positive integer number times integer.,D,Hamiltonian (quantum mechanics),Group (mathematics),Don Giovanni,2 (number)
198022,"man first formulate concept ""half-life"" also coined terms ""alpha"", ""beta"", ""gamma"" rays describe types radiation given thorium radium.",B,Group (mathematics),Ernest Rutherford,Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel
198025,"johann lowitz first obtained ""pure"" type compound filtering distilled form activated charcoal.",A,Ethanol,Hamiltonian (quantum mechanics),Group (mathematics),Georg Wilhelm Friedrich Hegel
198037,"combining one compounds reducing sugar used produce different flavors maillard reaction, reacting aldehyde potassium cyanide ammonia involved strecker synthesis molecules.",C,Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics),Amino acid,Group (mathematics)
198052,"process follows langevin equation, evaluated using fokker-planck equation.",B,Arrhenius equation,Brownian motion,Bessel function,Pauli exclusion principle
198054,kernel linear transformation set vectors v sends v value.,D,Don Giovanni,Hamiltonian (quantum mechanics),Group (mathematics),0 (number)
198060,"morrison formation composed sedimentary rock period, named mountain range swiss-french border.",A,Jurassic,Group (mathematics),Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics)
198061,"protrusions substance spine called schmorl's nodes, tietze syndrome occurs inflammed.",C,Group (mathematics),Hamiltonian (quantum mechanics),Cartilage,Georg Wilhelm Friedrich Hegel
198068,one theorem states quantity respect line normal given plane equal sum respect two perpendicular lines plane.,B,Thermoelectric effect#Seebeck effect,Moment of inertia,Angular momentum,Pauli exclusion principle
198071,"one man's results generalization gauss's ""eureka"" theorem, proved every integer written sum three triangular numbers.",A,Pierre de Fermat,Don Giovanni,Hamiltonian (quantum mechanics),Group (mathematics)
198074,"categories items created events include lapilli ""bombs,"" generally referred tephra.",D,Don Giovanni,Group (mathematics),Hamiltonian (quantum mechanics),Types of volcanic eruptions
198081,"compound catalyzes reaction table salt, carbon dioxide, water solvay process, tollens' reagent composed aqueous solution compound silver (i) nitrate.",B,Georg Wilhelm Friedrich Hegel,Ammonia,Group (mathematics),Hamiltonian (quantum mechanics)
198088,"members phylum possess pincer-like pedicellariae, species also possess madreporite plate ring canal.",D,Horse,Histone,Mitochondrion,Echinoderm
198092,magnetic analogue phenomenon recently discovered oliveira rand.,D,Black hole,Hall effect,Davisson-Germer experiment,Photoelectric effect
198100,celestial object largest namesake class bodies 2:3 mean motion resonance certain larger body.,A,Pluto,Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics),Group (mathematics)
198105,"muslims fast many days month shawwal, number orders misnah.",B,Hamiltonian (quantum mechanics),6 (number),Georg Wilhelm Friedrich Hegel,Group (mathematics)
102616,one particle involved interaction comprises so-called neutral currents first observed cern 1973.,D,Magnetic monopole,Spin (physics),Bose-Einstein condensate,Weak interaction
198117,"sum first n squares numbers product two consecutive ones, generating function numbers x quantity one minus x minus x-squared.",D,Don Giovanni,Group (mathematics),Hamiltonian (quantum mechanics),Fibonacci number
198124,magnetic moment charged particle equal quantity times g-factor times charge divided two times mass.,D,Doppler effect,Pauli exclusion principle,Electric field,Spin (physics)
198130,"synaptonemal complex disassembles diplotene stage process, pachytene stage sees formation chiasmata.",D,Group (mathematics),Hamiltonian (quantum mechanics),Don Giovanni,Meiosis
198147,"van't hoff equation applies concept thermodynamics, explains raising temperature reduce amount product haber process.",A,Le Chatelier's principle,Georg Wilhelm Friedrich Hegel,Group (mathematics),Hamiltonian (quantum mechanics)
198152,"ancient egyptians based calendar heliacal rising body, known sothis.",A,Sirius,Hamiltonian (quantum mechanics),G. E. Moore,Group (mathematics)
198163,"air equal square root adiabatic index times gas law constant times temperature divided molar mass, prandtl glauert suggested approaching quantity would lead infinite pressure.",B,Georg Wilhelm Friedrich Hegel,Speed of sound,Group (mathematics),Hamiltonian (quantum mechanics)
198169,"compound reacts sodium chloride mannheim process, substance used beckmann rearrangement produce caprolactam, precursor nylon 6.",D,Hamiltonian (quantum mechanics),Group (mathematics),Georg Wilhelm Friedrich Hegel,Sulfuric acid
198173,"generalizations problem include hadwiger conjecture, apollonian networks unique solution problem.",B,Hamiltonian (quantum mechanics),Four color theorem,Georg Wilhelm Friedrich Hegel,Group (mathematics)
100026,"1982 nfc championship game, dwight clark caught catch third many yards, 1988 afc championship game, earnest byner cleveland browns fumbled yard line.",D,Group (mathematics),Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics),3
198366,"prolonged form process preceded elevation respiratory quotient one, results increased carbohydrate burning.",C,Don Giovanni,Group (mathematics),Sleep,Hamiltonian (quantum mechanics)
206283,"hydrogen, reacting thiol ketone, element used reduce thioacetal alkane mozingo reaction.",B,Transcription (genetics),Nickel,Hamiltonian (quantum mechanics),Group (mathematics)
198453,inconsistency newtonian restitution common model phenomenon known painleve [pawn-luh-veh] paradox.,A,Friction,Georg Wilhelm Friedrich Hegel,Hamiltonian (quantum mechanics),Group (mathematics)
198463,chemical functional group combined carboxylic acid fischer esterification.,D,Group (mathematics),Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel,Alcohol
198473,one impact craters object named guabonito located shangri-la region near xanadu.,B,Transcription (genetics),Titan (moon),Hamiltonian (quantum mechanics),Group (mathematics)
198479,development electrically conducting form substances nobel prize 2000 alan macdiarmid associates.,A,Polymer,Georg Wilhelm Friedrich Hegel,Group (mathematics),Hamiltonian (quantum mechanics)
198489,one method measure quantity using two different meters known four-terminal sensing.,B,Group (mathematics),Electrical resistance,Don Giovanni,Hamiltonian (quantum mechanics)
198490,"coming 100 years maunder minimum, 1795 1820 period low solar activity named man.",B,Georg Wilhelm Friedrich Hegel,John Dalton,Hamiltonian (quantum mechanics),Johann Wolfgang von Goethe
198520,"process stopped alpha-amanitin, toxin found mushrooms.",B,Cyclic adenosine monophosphate,Transcription (genetics),Adenosine triphosphate,Polymerase chain reaction
198526,velocity process related gradients chemical potential log activity maxwell-stefan model.,C,Entropy,Turbulence,Diffusion,Viscosity
198528,"organ converts triglycerides [try-glis-uh-""rides""] cholesterols low-density lipoproteins produces water-soluble proteins found blood plasma known albumins.",A,Liver,Cholesterol,Tuberculosis,Niacin
198536,"using x-ray telescopes suzaku xmm-newton, scientists 2012 detected quasiperiodic oscillation associated increase mass one objects.",A,Black hole,Diamagnetism,Diffraction,Cherenkov radiation
198538,louis pasteur studied impact phenomenon polarized light using tartrate crystals.,D,Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel,Group (mathematics),Isomer
198558,"fluids, quantity considered equivalent energy per volume.",B,Pauli exclusion principle,Pressure,Spin (physics),Refractive index
198562,"quantity expressed gell-mann-nishijima formula terms baryon number, strangeness, isospin.",C,Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel,Electric charge,Group (mathematics)
198566,"person developed theorem, named hendrika johanna van leeuwen, stating magnetism cannot explained classical statistical physics.",C,Hamiltonian (quantum mechanics),Group (mathematics),Niels Bohr,Georg Wilhelm Friedrich Hegel
198576,recent findings young versions glitches led hypotheses surface quakes superfluid interior interacts crust.,D,Cosmic ray,Cherenkov radiation,Triton (moon),Pulsar
198580,"isolation element cheapened significantly henri deville, used sodium instead potassium used friedrich wohler [voh-lur].",A,Aluminium,Group (mathematics),Hamiltonian (quantum mechanics),Georg Wilhelm Friedrich Hegel
198590,"form process used biological laboratories determine concentration virus bacterium known elisa, edta complexometric form procedure determining concentration metal ions solution.",C,Zinc,Microtubule,Titration,Polymer
198610,selective version process used produce semiconducting thin films.,C,Hamiltonian (quantum mechanics),Transcription (genetics),Sublimation (phase transition),Group (mathematics)
198613,"beginning process, sharp separation ran guanosine [gwan-oh-seen] triphosphate [try-fahs-fayt] ran guanosine diphosphate.",D,Hamiltonian (quantum mechanics),G. E. Moore,Group (mathematics),Prophase
